Data	Concorso	Num1	Num2	Num3	Num4	Num5	Num6	Jolly	SuperStar
06/04/2013	887	5	8	73	84	87	88	82	39
09/04/2013	887	25	44	45	52	68	81	10	49
11/04/2013	888	1	47	66	67	78	90	83	49
13/04/2013	888	26	33	43	49	61	76	78	33
16/04/2013	888	21	30	35	36	83	89	73	69
18/04/2013	889	27	30	35	39	49	69	56	62
20/04/2013	889	29	33	67	75	83	86	40	19
23/04/2013	889	1	13	37	53	62	63	27	11
27/04/2013	890	1	2	11	56	57	75	46	37
29/04/2013	890	2	6	53	54	68	89	21	61
30/04/2013	890	5	35	38	75	82	86	12	60
02/05/2013	891	19	32	33	57	65	75	29	80
04/05/2013	891	6	31	63	74	75	85	86	13
07/05/2013	891	19	37	54	65	67	70	75	46
09/05/2013	892	13	16	20	21	25	65	69	64
11/05/2013	892	10	42	48	67	83	84	4	4
14/05/2013	892	35	41	47	74	77	85	40	55
16/05/2013	893	3	16	22	39	49	71	33	20
18/05/2013	893	14	20	24	36	40	81	17	15
21/05/2013	893	6	32	48	53	54	87	63	73
23/05/2013	894	14	22	36	53	59	66	11	77
25/05/2013	894	6	27	34	55	62	87	51	32
28/05/2013	894	26	35	47	66	67	80	11	24
30/05/2013	895	29	43	61	62	77	79	85	55
01/06/2013	895	8	21	25	54	84	85	51	73
04/06/2013	895	3	27	34	62	81	88	35	81
06/06/2013	896	34	36	47	64	73	78	25	67
08/06/2013	896	5	10	31	53	56	61	21	19
11/06/2013	896	2	21	37	39	41	64	63	79
13/06/2013	897	1	5	6	39	41	70	10	27
15/06/2013	897	15	19	33	35	62	68	40	54
18/06/2013	897	8	24	32	34	65	86	23	40
20/06/2013	898	15	24	32	52	68	71	75	26
22/06/2013	898	2	19	25	59	84	88	61	24
25/06/2013	898	6	16	40	61	64	82	19	42
27/06/2013	899	12	22	27	37	52	87	35	18
29/06/2013	899	17	22	54	69	82	88	9	1
02/07/2013	899	3	4	18	29	64	90	52	15
04/07/2013	900	9	41	46	47	53	77	3	54
06/07/2013	900	4	9	24	64	74	76	40	89
09/07/2013	900	17	36	48	55	63	70	28	21
11/07/2013	901	14	15	34	55	59	81	46	10
13/07/2013	901	23	49	52	65	67	76	61	84
16/07/2013	901	22	29	57	72	85	89	49	36
18/07/2013	902	16	19	24	37	63	85	38	49
20/07/2013	902	2	16	20	26	31	33	64	46
23/07/2013	902	11	14	39	63	73	75	29	86
25/07/2013	903	33	38	41	43	46	57	53	20
27/07/2013	903	17	19	40	43	72	84	48	35
30/07/2013	903	16	47	55	57	70	85	19	83
01/08/2013	904	8	21	24	25	27	75	34	51
03/08/2013	904	15	16	34	74	85	87	65	80
06/08/2013	904	14	16	32	35	41	50	1	12
08/08/2013	905	2	14	42	52	75	79	53	14
10/08/2013	905	5	33	47	61	64	70	29	32
13/08/2013	905	1	33	41	78	83	84	72	57
17/08/2013	906	20	21	24	43	76	89	83	60
19/08/2013	906	3	5	11	14	38	79	29	26
20/08/2013	906	4	11	15	26	58	68	16	39
22/08/2013	907	19	21	30	59	61	89	25	7
24/08/2013	907	1	2	5	27	39	49	31	14
27/08/2013	907	6	44	63	64	72	82	12	90
29/08/2013	908	19	54	55	71	80	84	81	73
31/08/2013	908	11	20	50	62	70	85	59	1
03/09/2013	908	1	7	56	70	88	90	83	87
05/09/2013	909	15	23	45	70	81	82	16	44
07/09/2013	909	41	55	72	78	83	87	77	61
10/09/2013	909	35	44	57	58	87	88	22	69
12/09/2013	910	7	44	48	51	64	83	90	51
14/09/2013	910	20	35	45	47	72	78	59	31
17/09/2013	910	1	21	34	44	49	90	37	74
19/09/2013	911	15	21	28	75	81	86	38	82
21/09/2013	911	36	61	75	81	82	89	14	75
24/09/2013	911	1	27	33	36	43	86	42	3
26/09/2013	912	4	38	42	57	64	75	84	9
28/09/2013	912	28	57	61	69	78	83	86	44
01/10/2013	912	16	21	26	64	66	78	50	78
03/10/2013	913	7	14	42	43	56	57	64	82
05/10/2013	913	2	5	8	65	74	77	86	16
08/10/2013	913	1	31	39	60	62	84	26	55
10/10/2013	914	3	7	12	20	48	55	26	48
12/10/2013	914	10	19	20	39	85	87	46	23
15/10/2013	914	22	36	60	64	71	80	47	27
17/10/2013	915	11	18	40	58	81	87	62	32
19/10/2013	915	12	30	36	44	54	60	40	16
22/10/2013	915	2	5	34	56	72	73	11	61
24/10/2013	916	1	3	5	41	62	76	21	23
26/10/2013	916	24	48	50	62	63	87	12	74
29/10/2013	916	12	23	49	53	67	83	13	59
31/10/2013	917	13	18	26	37	46	48	42	62
02/11/2013	917	1	12	67	75	81	90	76	66
05/11/2013	917	4	9	10	76	78	87	66	16
07/11/2013	918	9	19	21	50	61	82	71	68
09/11/2013	918	10	22	39	55	81	89	43	58
12/11/2013	918	16	26	30	52	57	83	61	7
14/11/2013	919	23	45	54	61	69	75	52	29
16/11/2013	919	16	36	54	55	63	69	85	20
19/11/2013	919	14	15	39	47	53	76	67	45
21/11/2013	920	28	37	52	57	64	66	43	58
23/11/2013	920	6	10	19	71	72	89	52	77
26/11/2013	920	20	25	30	45	75	79	15	84
28/11/2013	921	31	51	55	66	73	78	88	22
30/11/2013	921	10	11	35	42	52	89	84	58
03/12/2013	921	12	40	42	66	73	80	30	63
05/12/2013	922	28	34	42	68	71	88	7	21
07/12/2013	922	2	16	42	67	75	87	89	75
10/12/2013	922	10	16	20	57	65	89	5	22
12/12/2013	923	10	19	32	49	53	66	16	52
14/12/2013	923	5	33	44	46	66	76	81	76
17/12/2013	923	12	22	27	43	60	72	8	73
19/12/2013	924	10	23	27	39	70	82	65	35
21/12/2013	924	2	14	17	21	22	26	78	77
23/12/2013	924	15	43	48	54	55	76	79	89
24/12/2013	924	10	39	45	65	74	86	60	17
28/12/2013	925	39	52	69	70	74	82	40	80
31/12/2013	925	25	60	62	76	82	87	8	47
02/01/2014	926	49	55	57	64	70	77	85	45
04/01/2014	926	19	26	30	47	69	81	90	30
07/01/2014	926	14	47	48	58	60	69	26	41
09/01/2014	927	15	17	24	41	70	87	71	7
11/01/2014	927	11	37	39	52	68	90	12	56
14/01/2014	927	4	7	25	74	82	87	3	33
16/01/2014	928	3	18	34	37	40	47	55	85
18/01/2014	928	14	18	38	41	74	78	58	70
21/01/2014	928	5	23	35	54	56	62	53	88
23/01/2014	929	3	6	12	13	19	67	39	24
25/01/2014	929	22	34	53	59	62	88	36	57
28/01/2014	929	9	17	27	29	59	67	34	70
30/01/2014	930	7	21	28	45	59	90	74	65
01/02/2014	930	3	6	41	44	48	73	84	46
04/02/2014	930	3	12	25	33	59	85	77	12
06/02/2014	931	9	12	14	61	79	90	26	63
08/02/2014	931	8	16	41	52	64	74	81	62
11/02/2014	931	12	27	38	43	65	67	71	9
13/02/2014	932	9	11	17	20	33	75	32	46
15/02/2014	932	18	31	62	64	72	77	69	49
18/02/2014	932	15	36	49	62	75	82	39	23
20/02/2014	933	14	26	47	63	78	80	37	68
22/02/2014	933	17	19	28	34	38	82	40	62
25/02/2014	933	26	51	52	54	70	88	65	45
27/02/2014	934	19	32	54	59	68	86	45	53
01/03/2014	934	7	8	47	56	79	90	9	18
04/03/2014	934	40	46	51	61	65	76	71	65
06/03/2014	935	15	61	66	67	76	79	68	40
08/03/2014	935	35	45	50	51	82	87	30	38
11/03/2014	935	49	51	53	56	58	81	12	37
13/03/2014	936	10	28	40	57	58	78	60	33
15/03/2014	936	1	5	22	24	41	43	38	71
18/03/2014	936	38	39	46	58	66	83	55	44
20/03/2014	937	15	18	28	49	51	77	65	70
22/03/2014	937	19	22	31	38	87	89	46	49
25/03/2014	937	28	36	42	70	74	78	32	5
27/03/2014	938	8	12	47	64	83	88	41	56
29/03/2014	938	12	21	57	68	86	88	82	21
01/04/2014	938	7	56	66	72	73	90	78	73
03/04/2014	939	40	47	59	64	79	89	66	18
05/04/2014	939	9	31	33	37	79	86	12	50
08/04/2014	939	11	61	64	76	82	87	15	76
10/04/2014	940	22	25	46	52	54	65	51	61
12/04/2014	940	14	29	34	62	65	89	63	31
15/04/2014	940	3	26	33	44	48	49	57	70
17/04/2014	941	11	20	51	63	68	88	28	40
19/04/2014	941	42	45	56	75	79	90	88	17
22/04/2014	941	14	16	21	24	62	78	1	75
24/04/2014	942	5	7	11	67	70	85	20	17
26/04/2014	942	3	9	13	25	42	81	24	5
29/04/2014	942	27	33	40	52	76	86	62	17
03/05/2014	943	15	33	45	60	72	85	44	60
05/05/2014	943	27	44	46	50	54	69	36	15
06/05/2014	943	1	3	4	60	70	73	57	36
08/05/2014	944	6	9	54	70	78	79	22	90
10/05/2014	944	8	39	40	57	69	81	28	88
13/05/2014	944	3	5	16	54	58	68	82	41
15/05/2014	945	20	47	56	64	66	67	24	24
17/05/2014	945	5	31	36	68	75	90	52	35
20/05/2014	945	10	17	41	45	69	78	2	32
22/05/2014	946	8	23	48	56	59	78	6	77
24/05/2014	946	3	22	38	70	77	81	32	22
27/05/2014	946	32	37	52	53	66	83	87	38
29/05/2014	947	27	32	33	52	73	84	63	10
31/05/2014	947	1	6	7	10	14	56	16	49
03/06/2014	947	3	25	26	29	48	79	56	45
05/06/2014	948	11	31	43	70	74	80	65	72
07/06/2014	948	12	18	39	46	56	63	3	16
10/06/2014	948	27	29	30	42	48	73	11	5
12/06/2014	949	13	18	19	27	50	69	68	37
14/06/2014	949	3	31	45	48	71	76	75	70
17/06/2014	949	21	29	43	53	66	89	4	14
19/06/2014	950	16	19	24	36	39	81	25	69
21/06/2014	950	14	61	69	79	81	85	32	7
24/06/2014	950	3	22	31	42	73	88	60	13
26/06/2014	951	8	43	61	62	70	86	80	8
28/06/2014	951	17	20	41	42	49	81	48	25
01/07/2014	951	31	35	48	64	65	89	58	90
03/07/2014	952	1	13	21	25	61	63	69	6
05/07/2014	952	15	31	38	47	55	82	62	49
08/07/2014	952	5	8	32	43	59	85	89	80
10/07/2014	953	3	11	18	30	51	85	7	56
12/07/2014	953	11	20	48	52	70	74	49	36
15/07/2014	953	5	15	17	31	32	40	41	38
17/07/2014	954	6	11	12	28	59	79	4	54
19/07/2014	954	29	48	49	54	75	87	43	40
22/07/2014	954	7	32	58	60	66	69	25	50
24/07/2014	955	4	12	13	55	73	86	79	89
26/07/2014	955	1	10	26	28	29	62	52	87
29/07/2014	955	32	45	56	74	87	89	25	26
31/07/2014	956	14	19	22	66	80	90	47	28
02/08/2014	956	29	38	54	58	72	86	81	65
05/08/2014	956	2	19	22	41	77	89	90	4
07/08/2014	957	10	29	50	59	79	80	11	39
09/08/2014	957	9	10	26	53	68	72	60	66
12/08/2014	957	11	24	34	39	68	86	85	13
14/08/2014	958	4	12	24	61	73	75	56	9
16/08/2014	958	31	63	64	68	69	71	13	80
19/08/2014	958	15	30	62	63	67	74	13	9
21/08/2014	959	4	31	52	73	76	84	27	78
23/08/2014	959	16	45	51	58	60	71	8	77
26/08/2014	959	1	20	44	56	59	69	25	36
28/08/2014	960	22	39	51	78	83	84	59	71
30/08/2014	960	23	38	43	46	60	75	79	31
02/09/2014	960	6	20	27	31	32	36	88	4
04/09/2014	961	31	39	41	53	67	83	15	47
06/09/2014	961	26	33	53	61	73	82	23	21
09/09/2014	961	12	20	26	41	70	78	83	27
11/09/2014	962	13	14	56	58	79	82	41	34
13/09/2014	962	7	20	25	51	65	87	58	50
16/09/2014	962	1	15	16	23	24	52	83	51
18/09/2014	963	11	19	37	41	62	77	4	45
20/09/2014	963	15	36	39	50	57	76	89	4
23/09/2014	963	6	25	42	59	78	89	33	11
25/09/2014	964	4	45	59	77	78	79	56	1
27/09/2014	964	1	9	12	14	58	84	10	7
30/09/2014	964	28	33	49	55	59	76	47	85
02/10/2014	965	3	9	42	50	56	88	90	46
04/10/2014	965	2	6	11	62	70	71	17	58
07/10/2014	965	7	15	17	18	26	53	59	29
09/10/2014	966	17	20	26	41	45	89	59	48
11/10/2014	966	6	11	28	43	56	83	50	1
14/10/2014	966	19	21	38	45	51	69	1	9
16/10/2014	967	6	9	24	49	78	79	45	18
18/10/2014	967	20	40	44	53	66	72	73	44
21/10/2014	967	18	34	41	43	46	55	82	5
23/10/2014	968	7	21	44	53	59	64	57	12
25/10/2014	968	8	28	44	57	85	88	80	33
28/10/2014	968	26	30	32	36	44	61	57	56
30/10/2014	969	22	39	45	53	74	86	15	77
03/11/2014	969	7	9	32	35	40	48	62	32
04/11/2014	969	13	18	23	29	58	88	44	2
06/11/2014	970	46	58	59	82	88	90	45	86
08/11/2014	970	21	33	69	73	81	84	51	43
11/11/2014	970	23	27	39	41	52	64	61	59
13/11/2014	971	2	38	47	50	55	79	87	41
15/11/2014	971	28	42	62	64	79	80	18	61
18/11/2014	971	38	58	65	66	72	88	34	40
20/11/2014	972	42	45	48	56	68	83	82	4
22/11/2014	972	22	25	55	58	82	85	62	85
25/11/2014	972	17	36	62	67	70	87	68	6
27/11/2014	973	13	18	26	53	54	70	45	54
29/11/2014	973	3	14	35	63	73	80	62	42
02/12/2014	973	9	25	35	59	76	81	85	14
04/12/2014	974	7	52	57	65	83	85	84	16
06/12/2014	974	10	11	21	54	73	82	66	58
09/12/2014	974	2	23	35	46	47	63	60	55
11/12/2014	975	20	22	24	25	48	79	42	80
13/12/2014	975	12	13	19	37	64	70	80	8
16/12/2014	975	15	35	45	69	82	84	76	29
18/12/2014	976	19	28	48	52	82	89	11	37
20/12/2014	976	1	13	24	26	29	77	60	6
23/12/2014	976	18	22	55	58	62	89	51	10
24/12/2014	977	33	46	53	58	73	85	80	26
27/12/2014	977	15	25	31	39	82	88	74	4
30/12/2014	977	5	24	51	76	77	79	8	63
03/01/2015	978	14	26	31	40	58	68	76	45
05/01/2015	978	16	37	48	68	84	90	11	12
07/01/2015	979	9	16	19	26	28	46	71	16
08/01/2015	979	6	9	29	41	50	90	13	32
10/01/2015	979	2	13	22	37	48	90	8	78
13/01/2015	979	9	10	36	67	76	83	72	76
15/01/2015	980	2	5	7	12	23	42	9	9
17/01/2015	980	18	22	31	54	71	80	52	43
20/01/2015	980	2	11	15	39	84	87	52	1
22/01/2015	981	11	12	44	57	77	89	76	41
24/01/2015	981	22	23	24	59	63	81	44	82
27/01/2015	981	5	10	47	59	66	73	53	21
29/01/2015	982	27	29	58	64	67	80	54	73
31/01/2015	982	8	44	54	58	59	86	73	50
03/02/2015	982	12	29	43	56	60	75	10	59
05/02/2015	983	7	8	10	45	49	53	20	49
07/02/2015	983	24	27	38	40	56	81	66	3
10/02/2015	983	30	59	72	74	77	78	9	27
12/02/2015	984	25	32	44	56	77	87	28	44
14/02/2015	984	13	31	32	57	60	79	90	10
17/02/2015	984	20	27	40	60	61	66	11	69
19/02/2015	985	23	35	44	49	66	84	2	75
21/02/2015	985	5	16	33	48	57	87	79	5
24/02/2015	985	6	29	56	72	82	83	76	24
26/02/2015	986	17	41	44	57	73	86	24	68
28/02/2015	986	5	10	34	48	56	87	23	40
03/03/2015	986	16	26	48	61	63	87	81	17
05/03/2015	987	35	44	62	74	82	90	68	19
07/03/2015	987	26	36	56	68	73	81	62	5
10/03/2015	987	9	19	68	70	71	81	39	37
12/03/2015	988	7	36	38	63	73	90	78	67
14/03/2015	988	28	30	39	46	68	89	5	3
17/03/2015	988	10	13	21	36	66	69	73	46
19/03/2015	989	5	7	20	38	57	85	23	8
21/03/2015	989	4	7	9	19	55	58	83	40
24/03/2015	989	8	17	29	32	65	90	81	37
26/03/2015	990	10	21	40	46	79	84	35	62
28/03/2015	990	5	22	60	71	74	81	88	31
31/03/2015	990	3	15	23	33	46	78	54	5
02/04/2015	991	33	36	61	66	83	85	20	81
04/04/2015	991	11	38	44	48	56	83	28	90
07/04/2015	991	4	18	20	68	72	77	21	41
09/04/2015	992	7	25	30	44	47	68	53	4
11/04/2015	992	26	54	55	73	86	90	3	19
14/04/2015	992	36	45	56	79	81	90	52	44
16/04/2015	993	37	38	43	69	79	86	72	53
18/04/2015	993	10	11	18	36	47	85	48	6
21/04/2015	993	4	17	52	59	67	84	88	13
23/04/2015	994	8	13	27	34	47	83	6	22
27/04/2015	994	8	26	39	56	78	85	49	3
28/04/2015	994	10	41	59	61	65	71	8	37
30/04/2015	995	18	28	31	33	55	78	81	8
02/05/2015	995	6	34	45	46	59	73	35	56
05/05/2015	995	7	31	33	78	86	87	72	88
07/05/2015	996	12	32	43	46	58	77	18	1
09/05/2015	996	31	40	52	55	62	76	17	44
12/05/2015	996	10	19	48	78	85	90	22	42
14/05/2015	997	19	25	42	51	55	56	24	75
16/05/2015	997	3	32	39	65	75	76	51	57
19/05/2015	997	6	20	43	44	46	67	85	52
21/05/2015	998	17	21	23	51	65	87	53	48
23/05/2015	998	4	24	29	31	39	71	19	14
26/05/2015	998	6	9	21	69	77	78	90	80
28/05/2015	999	6	33	57	61	80	83	53	18
30/05/2015	999	13	33	39	56	65	86	52	75
03/06/2015	1000	3	28	37	42	67	86	1	79
04/06/2015	1000	14	17	23	45	87	88	46	14
06/06/2015	1000	16	24	34	40	41	57	13	89
09/06/2015	1000	15	21	58	80	82	86	49	64
11/06/2015	1001	26	48	52	61	75	79	82	73
13/06/2015	1001	19	35	36	38	45	80	17	5
16/06/2015	1001	6	28	55	57	78	83	67	16
18/06/2015	1002	18	21	28	62	84	90	41	48
20/06/2015	1002	6	11	21	65	66	85	23	18
23/06/2015	1002	20	24	26	33	42	80	29	34
25/06/2015	1003	18	46	63	68	73	79	28	59
27/06/2015	1003	17	22	45	48	53	61	26	65
30/06/2015	1003	4	11	16	25	34	59	75	84
02/07/2015	1004	8	17	30	61	78	88	56	15
04/07/2015	1004	8	30	38	51	62	66	14	2
07/07/2015	1004	19	25	31	78	83	88	18	86
09/07/2015	1005	8	54	59	66	86	89	15	4
11/07/2015	1005	8	30	34	39	42	58	80	1
14/07/2015	1005	12	17	32	47	74	86	8	23
16/07/2015	1006	22	27	29	49	69	87	73	86
18/07/2015	1006	22	42	47	62	70	72	90	68
21/07/2015	1006	1	21	63	70	79	84	25	24
23/07/2015	1007	33	41	44	48	68	75	56	8
25/07/2015	1007	2	20	21	40	45	65	15	19
28/07/2015	1007	4	26	34	66	67	81	88	26
30/07/2015	1008	13	18	25	26	35	61	60	56
01/08/2015	1008	2	26	34	58	80	81	23	42
04/08/2015	1008	34	53	77	78	83	89	87	83
06/08/2015	1009	2	27	36	39	53	79	72	44
08/08/2015	1009	3	7	17	26	55	72	41	89
11/08/2015	1009	17	25	32	42	71	85	60	45
13/08/2015	1010	4	17	34	41	66	78	30	64
17/08/2015	1010	1	4	50	70	71	76	84	10
18/08/2015	1010	20	30	45	50	76	86	3	1
20/08/2015	1011	4	14	31	68	70	74	73	10
22/08/2015	1011	6	7	9	14	17	35	27	87
25/08/2015	1011	3	18	19	65	81	88	70	74
27/08/2015	1012	2	4	12	40	50	80	13	89
29/08/2015	1012	7	28	44	55	57	78	14	77
01/09/2015	1012	13	30	38	48	50	77	29	64
03/09/2015	1013	13	18	19	49	78	87	45	22
05/09/2015	1013	24	30	36	42	71	86	32	26
08/09/2015	1013	41	50	54	60	75	88	62	26
10/09/2015	1014	10	14	15	34	75	88	1	79
12/09/2015	1014	11	24	46	48	68	82	5	69
15/09/2015	1014	9	17	20	32	35	56	24	19
17/09/2015	1015	8	9	42	71	78	79	62	21
19/09/2015	1015	9	32	40	49	52	60	5	89
22/09/2015	1015	10	26	50	55	62	81	27	65
24/09/2015	1016	1	32	36	61	78	80	79	85
26/09/2015	1016	1	37	69	74	77	89	28	35
29/09/2015	1016	17	25	41	45	57	82	22	38
01/10/2015	1017	2	17	21	49	69	74	79	6
03/10/2015	1017	2	4	14	31	43	61	11	42
06/10/2015	1017	8	11	17	27	62	84	41	20
08/10/2015	1018	23	32	33	55	84	90	2	5
10/10/2015	1018	32	41	45	47	78	90	59	1
13/10/2015	1018	35	36	63	71	75	89	15	90
15/10/2015	1019	7	9	16	24	32	40	17	40
17/10/2015	1019	4	6	61	63	65	72	9	9
20/10/2015	1019	18	34	58	60	64	88	5	80
22/10/2015	1020	1	6	32	50	51	81	4	27
24/10/2015	1020	9	14	33	38	46	87	2	79
27/10/2015	1020	13	15	48	50	74	83	84	50
29/10/2015	1021	4	16	40	57	71	84	62	84
31/10/2015	1021	6	25	26	52	86	88	61	80
03/11/2015	1021	30	41	47	71	79	86	83	78
05/11/2015	1022	17	21	29	33	43	62	85	75
07/11/2015	1022	2	19	22	46	51	54	83	10
10/11/2015	1022	8	31	33	38	66	77	3	61
12/11/2015	1023	19	22	31	41	54	87	38	47
14/11/2015	1023	19	56	73	84	85	86	2	80
17/11/2015	1023	27	29	39	54	59	74	79	25
19/11/2015	1024	25	28	44	52	87	89	10	9
21/11/2015	1024	13	25	33	53	75	83	38	59
24/11/2015	1024	52	54	70	80	82	84	66	82
26/11/2015	1025	12	36	45	67	77	88	11	6
28/11/2015	1025	20	23	28	51	65	81	87	68
01/12/2015	1025	31	39	55	58	85	87	86	70
03/12/2015	1026	38	46	53	65	77	84	80	63
05/12/2015	1026	1	28	34	42	49	77	65	42
09/12/2015	1027	21	54	62	63	82	83	37	25
10/12/2015	1027	1	19	20	56	60	83	63	46
12/12/2015	1027	18	20	46	47	55	66	75	38
15/12/2015	1027	5	30	36	63	84	85	37	48
17/12/2015	1028	11	44	56	81	83	87	9	6
19/12/2015	1028	7	22	46	50	55	73	14	64
22/12/2015	1028	18	22	23	57	60	69	14	6
24/12/2015	1029	6	8	24	28	36	63	79	73
28/12/2015	1029	5	38	48	52	81	88	65	2
29/12/2015	1029	15	20	57	72	76	89	30	22
31/12/2015	1030	15	26	29	77	81	90	37	48
02/01/2016	1030	1	17	39	41	56	65	18	42
05/01/2016	1030	7	20	40	56	60	90	76	51
07/01/2016	1031	10	38	61	62	74	86	69	70
09/01/2016	1031	20	26	36	50	51	74	83	60
12/01/2016	1031	3	9	28	42	50	79	87	27
14/01/2016	1032	5	8	17	41	46	87	30	57
16/01/2016	1032	11	17	48	52	70	90	29	43
19/01/2016	1032	13	18	35	43	51	66	72	27
21/01/2016	1033	2	12	32	57	61	81	54	75
23/01/2016	1033	4	5	8	14	32	49	18	1
26/01/2016	1033	24	45	50	60	63	87	71	80
28/01/2016	1034	2	6	15	39	80	83	47	48
30/01/2016	1034	13	24	51	68	77	81	76	69
02/02/2016	1034	19	38	40	56	65	80	35	1
04/02/2016	1035	7	21	31	39	46	69	77	50
06/02/2016	1035	10	24	36	63	77	89	81	39
09/02/2016	1035	11	26	46	56	58	78	60	71
11/02/2016	1036	17	27	45	53	71	74	21	59
13/02/2016	1036	2	30	49	66	74	80	33	29
16/02/2016	1036	2	10	27	34	38	40	72	46
18/02/2016	1037	12	26	30	51	57	89	54	53
20/02/2016	1037	29	32	33	49	54	85	16	44
23/02/2016	1037	2	14	58	74	80	82	86	10
25/02/2016	1038	14	33	52	67	71	81	80	35
27/02/2016	1038	19	22	28	48	49	85	78	52
01/03/2016	1038	15	20	25	30	45	55	73	24
03/03/2016	1039	8	16	29	49	56	62	44	13
05/03/2016	1039	6	8	68	77	80	86	27	39
08/03/2016	1039	8	27	32	51	52	89	49	24
10/03/2016	1040	9	16	18	22	65	71	84	50
12/03/2016	1040	29	37	52	67	80	82	68	81
15/03/2016	1040	2	4	17	19	38	56	80	23
17/03/2016	1041	1	12	65	67	76	86	89	8
19/03/2016	1041	18	41	51	56	72	76	68	61
22/03/2016	1041	17	31	32	43	59	71	2	50
24/03/2016	1042	14	24	26	57	67	89	28	5
26/03/2016	1042	28	43	67	68	72	79	18	60
29/03/2016	1042	29	55	65	71	73	77	5	2
31/03/2016	1043	17	28	63	78	84	88	34	39
02/04/2016	1043	2	24	65	75	81	88	6	79
05/04/2016	1043	12	23	28	32	42	85	31	62
07/04/2016	1044	38	42	45	59	66	87	5	26
09/04/2016	1044	2	5	12	33	54	59	18	89
12/04/2016	1044	34	50	55	72	79	89	1	3
14/04/2016	1045	1	2	6	42	67	83	80	11
16/04/2016	1045	8	12	23	58	86	89	62	36
19/04/2016	1045	14	30	61	86	88	90	89	60
21/04/2016	1046	1	15	30	50	54	62	71	82
23/04/2016	1046	10	11	15	33	79	83	27	27
26/04/2016	1046	38	49	51	59	77	90	35	10
28/04/2016	1047	10	11	24	30	48	63	7	41
30/04/2016	1047	22	38	47	51	61	85	87	48
03/05/2016	1047	14	29	58	72	75	85	71	77
05/05/2016	1048	7	20	25	32	75	90	12	84
07/05/2016	1048	3	32	34	36	82	87	12	1
10/05/2016	1048	25	26	49	54	55	66	16	50
12/05/2016	1049	10	25	52	54	59	84	42	52
14/05/2016	1049	11	19	56	72	73	75	90	68
17/05/2016	1049	1	10	19	44	68	74	56	81
19/05/2016	1050	15	39	54	62	71	74	60	30
21/05/2016	1050	9	11	20	35	66	68	90	68
24/05/2016	1050	14	16	45	47	48	86	23	45
26/05/2016	1051	1	32	34	58	64	86	52	58
28/05/2016	1051	3	5	12	17	44	51	18	39
31/05/2016	1051	8	18	33	41	62	71	1	42
04/06/2016	1052	8	10	18	64	85	87	3	40
06/06/2016	1052	3	54	56	57	75	90	1	62
07/06/2016	1052	24	29	45	63	65	70	8	59
09/06/2016	1053	9	14	61	76	80	83	44	52
11/06/2016	1053	27	30	34	40	52	68	50	51
14/06/2016	1053	25	31	33	42	58	86	3	43
16/06/2016	1054	18	19	29	47	59	68	21	53
18/06/2016	1054	24	25	45	51	52	63	19	5
21/06/2016	1054	4	30	31	45	49	85	11	67
23/06/2016	1055	17	18	25	43	66	87	1	57
25/06/2016	1055	11	14	44	54	85	87	35	46
28/06/2016	1055	5	23	44	59	60	83	50	42
30/06/2016	1056	30	31	32	34	50	51	75	24
02/07/2016	1056	8	9	22	43	50	56	20	39
05/07/2016	1056	22	26	43	50	59	65	20	35
07/07/2016	1057	1	4	32	59	70	86	89	40
09/07/2016	1057	12	34	44	45	53	68	81	82
12/07/2016	1057	1	41	59	63	81	85	74	30
14/07/2016	1058	38	56	61	67	72	82	87	60
16/07/2016	1058	26	37	43	67	75	78	10	67
19/07/2016	1058	4	10	28	29	48	52	3	80
21/07/2016	1059	19	27	35	56	60	89	47	45
23/07/2016	1059	1	30	42	61	76	88	71	52
26/07/2016	1059	4	13	15	18	72	76	69	8
28/07/2016	1060	29	37	38	61	63	85	59	48
30/07/2016	1060	15	22	26	45	48	82	64	70
02/08/2016	1060	34	54	57	84	89	90	44	48
04/08/2016	1061	25	37	40	61	65	77	23	32
06/08/2016	1061	23	34	58	61	71	77	53	18
09/08/2016	1061	12	27	34	76	77	85	78	52
11/08/2016	1062	31	65	78	85	89	90	34	80
13/08/2016	1062	2	25	43	72	87	89	74	47
16/08/2016	1062	9	12	18	63	64	73	88	76
18/08/2016	1063	8	39	59	65	82	83	41	60
20/08/2016	1063	10	29	35	44	49	65	50	57
23/08/2016	1063	4	28	48	67	68	84	2	23
25/08/2016	1064	16	28	40	43	57	61	8	5
27/08/2016	1064	1	32	37	54	66	81	90	47
30/08/2016	1064	6	9	17	47	66	86	21	49
01/09/2016	1065	4	18	43	60	69	85	87	63
03/09/2016	1065	4	29	35	46	82	85	13	41
06/09/2016	1065	7	30	34	61	84	88	25	27
08/09/2016	1066	6	12	47	51	60	79	54	67
10/09/2016	1066	9	13	16	49	64	65	58	81
13/09/2016	1066	9	22	48	66	68	83	62	48
15/09/2016	1067	14	18	30	48	53	86	71	31
17/09/2016	1067	2	4	10	59	68	88	58	31
20/09/2016	1067	45	46	48	52	77	78	21	36
22/09/2016	1068	4	11	34	49	55	83	85	14
24/09/2016	1068	3	16	22	31	45	56	37	12
27/09/2016	1068	36	41	55	81	83	85	51	7
29/09/2016	1069	11	40	41	44	67	70	68	90
01/10/2016	1069	18	19	57	74	80	82	29	89
04/10/2016	1069	47	49	67	80	84	85	21	26
06/10/2016	1070	2	12	26	52	59	80	16	4
